company,name,year,price_no,kms_no,fuel_type
Volkswagen,Volkswagen Polo 1.5,2016,409999,115000,Diesel
BMW,BMW 5 Series,2022,6600000,6000,Petrol
Toyota,Toyota Camry 2.5,2017,2350000,47000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2018,3600000,17000,Petrol
Honda,Honda Amaze S,2019,640000,25102,Petrol
Tata,Tata Tiago 1.2,2018,490000,10000,Petrol
Mercedes-Benz,Mercedes-Benz GLC 200,2021,6100000,15000,Petrol
Maruti,Maruti Alto 800,2016,220000,60000,Petrol
Mercedes-Benz,Mercedes-Benz GLC 300,2019,4810000,29000,Petrol
BMW,BMW X3 xDrive,2018,4500000,25500,Petrol
Jaguar,Jaguar F-Pace 2.0,2021,7400000,9900,Diesel
Honda,Honda Civic 1.8,2008,200000,90000,Petrol
Lexus,Lexus NX 300h,2019,4825000,48000,Petrol
Mahindra,Mahindra Thar 4X4,2014,590000,59000,Diesel
Land,Land Rover Range,2019,190000,68500,Diesel
Land,Land Rover Range,2014,2590000,69000,Diesel
Land,Land Rover Range,2015,2990000,69000,Diesel
Mercedes-Benz,Mercedes-Benz GL-Class 350,2015,3490000,79000,Diesel
BMW,BMW X4 xDrive30i,2022,7450000,7600,Petrol
Mercedes-Benz,Mercedes-Benz GLC 220d,2017,3890000,69000,Diesel
Chevrolet,Chevrolet Beat LS,2011,107000,80000,Petrol
Toyota,Toyota Fortuner 2.8,2019,3100000,60000,Diesel
BMW,BMW X7 xDrive,2019,114999,39000,Petrol
Hyundai,Hyundai Tucson 2.0,2017,1550000,60000,Diesel
Mercedes-Benz,Mercedes-Benz S-Class S,2015,5100000,40000,Diesel
BMW,BMW X5 xDrive,2019,5650000,34000,Diesel
Hyundai,Hyundai Creta 1.6,2017,1000000,80000,Diesel
Mercedes-Benz,Mercedes-Benz E-Class E250,2016,2590000,60625,Diesel
Toyota,Toyota Camry Hybrid,2019,4090000,20000,Petrol
Mercedes-Benz,Mercedes-Benz A Class,2017,1700000,68000,Petrol
Hyundai,Hyundai i20 1.4,2011,300000,82000,Diesel
Honda,Honda City V,2011,350000,67000,Petrol
Jeep,Jeep Compass 2.0,2019,1575000,62000,Diesel
Chevrolet,Chevrolet Beat LT,2011,150000,60000,Petrol
Maruti,Maruti Swift Dzire,2017,560000,80000,Petrol
Maruti,Maruti Baleno 1.2,2016,525000,75000,Petrol
Mercedes-Benz,Mercedes-Benz GLE 250d,2017,4400000,49000,Diesel
Renault,Renault Duster 110PS,2013,325000,100000,Diesel
Skoda,Skoda Yeti Ambition,2013,325000,103000,Diesel
Mercedes-Benz,Mercedes-Benz GLC 300,2019,4800000,28500,Petrol
Mercedes-Benz,Mercedes-Benz E-Class Expression,2020,5800000,17000,Diesel
Chevrolet,Chevrolet Beat Diesel,2013,120000,80000,Diesel
Renault,Renault Triber RXT,2020,625000,22000,Petrol
Maruti,Maruti Alto LXi,2011,190000,25000,Petrol
Mercedes-Benz,Mercedes-Benz E-Class Exclusive,2022,7625000,2000,Diesel
Audi,Audi A4 2.0,2012,750000,138000,Diesel
Tata,Tata Tiago 1.2,2016,350000,120000,Petrol
Toyota,Toyota Etios Liva,2012,325000,165000,Diesel
BMW,BMW X3 xDrive,2021,6000000,19000,Diesel
Hyundai,Hyundai Creta 1.6,2018,1300000,40000,Diesel
Volvo,Volvo XC 90,2016,3700000,100000,Diesel
Mahindra,Mahindra Scorpio S11,2021,1850000,35000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2021,4790000,12000,Petrol
Chevrolet,Chevrolet Cruze LTZ,2012,409999,80000,Diesel
Maruti,Maruti Ertiga VXI,2013,400000,20000,Petrol
Mercedes-Benz,Mercedes-Benz S-Class S,2017,8300000,61000,Diesel
Land,Land Rover Range,2020,8500000,38000,Petrol
Hyundai,Hyundai EON 1.0,2016,225000,60000,Petrol
Maruti,Maruti Swift Dzire,2010,300000,80000,Diesel
Maruti,Maruti Alto LXi,2010,150000,100000,Petrol
MG,MG Gloster Savvy,2021,3965000,11000,Diesel
Hyundai,Hyundai Grand i10,2014,325000,120000,Diesel
Chevrolet,Chevrolet Cruze LTZ,2014,415000,50000,Diesel
Maruti,Maruti Vitara Brezza,2017,600000,125000,Diesel
Volvo,Volvo S90 D4,2018,4475000,20000,Diesel
Maruti,Maruti Alto 800,2016,240000,140000,Cng
Hyundai,Hyundai Alcazar Prestige,2021,1889999,16000,Petrol
Toyota,Toyota Innova 2.5,2015,980000,110000,Diesel
BMW,BMW X5 xDrive,2015,2975000,85000,Diesel
Honda,Honda Amaze S,2013,260000,150000,Diesel
Volkswagen,Volkswagen Passat Highline,2009,339000,98000,Diesel
Tata,Tata Tiago 1.05,2017,350000,80000,Diesel
Mercedes-Benz,Mercedes-Benz GLC Coupe,2021,7150000,24900,Diesel
BMW,BMW 3 Series,2012,800000,70000,Diesel
Mitsubishi,Mitsubishi Montero 3.2,2007,500000,188000,Diesel
Hyundai,Hyundai Verna CRDi,2019,890000,70000,Diesel
Jaguar,Jaguar XF 2.0,2020,4700000,7500,Petrol
Mahindra,Mahindra XUV500 W6,2016,950000,133000,Diesel
Nissan,Nissan Sunny Diesel,2012,250000,80000,Diesel
Maruti,Maruti Swift ZDI,2019,757000,70000,Diesel
Toyota,Toyota Land Cruiser,2018,158000,56000,Diesel
Honda,Honda City i-DTEC,2018,825000,60000,Diesel
Kia,Kia Sonet GTX,2021,1450000,25000,Petrol
Audi,Audi Q7 3.0,2011,1290000,60000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class C,2022,6200000,4000,Diesel
Hyundai,Hyundai i20 Sportz,2012,350000,90000,Diesel
Hyundai,Hyundai i10 Magna,2008,110000,120000,Petrol
Maruti,Maruti Alto LX,2006,150000,90000,Petrol
Hyundai,Hyundai Creta 1.4,2017,835000,70000,Diesel
Honda,Honda Mobilio S,2015,400000,144000,Petrol
Honda,Honda Civic 1.8,2008,150000,70000,Petrol
Maruti,Maruti Swift VDI,2015,525000,150000,Diesel
Mercedes-Benz,Mercedes-Benz S-Class S,2014,4775000,13000,Diesel
Maruti,Maruti Ritz LXi,2016,300000,100000,Petrol
Mini,Mini Cooper S,2012,1975000,35002,Petrol
BMW,BMW 7 Series,2014,2800000,50002,Diesel
Mercedes-Benz,Mercedes-Benz GLS 400d,2020,117000,15000,Diesel
Audi,Audi Q7 3.0,2013,1800000,50001,Diesel
Mercedes-Benz,Mercedes-Benz S-Class S,2008,925000,82002,Petrol
Hyundai,Hyundai i20 Magna,2012,320000,100000,Diesel
BMW,BMW X5 xDrive,2020,8300000,25000,Diesel
Tata,Tata Indica Aqua,2012,130000,100000,Diesel
Tata,Tata Nexon 1.2,2018,700000,30000,Petrol
Maruti,Maruti Swift Dzire,2011,350000,120000,Diesel
Mahindra,Mahindra Thar LX,2020,1875000,30000,Diesel
Maruti,Maruti Swift Dzire,2011,350000,120000,Diesel
Hyundai,Hyundai i20 Asta,2010,267000,71000,Petrol
Maruti,Maruti SX4 VDI,2011,220000,115000,Diesel
Audi,Audi Q7 45,2017,4600000,65000,Diesel
Maruti,Maruti Celerio VXI,2019,450000,50000,Petrol
Hyundai,Hyundai Grand i10,2014,370000,80000,Diesel
Nissan,Nissan Magnite XV,2021,640000,46000,Petrol
Mercedes-Benz,Mercedes-Benz GLS 350d,2016,5950000,45000,Diesel
Kia,Kia Seltos GTX,2020,1725000,25000,Petrol
Toyota,Toyota Fortuner 4x2,2012,1050000,110000,Diesel
Tata,Tata Tiago 1.05,2017,351000,80000,Diesel
BMW,BMW 5 Series,2019,4800000,29000,Diesel
Maruti,Maruti Ertiga ZXI,2021,1110000,7000,Petrol
Audi,Audi Q5 2.0,2011,750000,110000,Diesel
Tata,Tata Harrier XT,2020,1400000,50000,Diesel
Mercedes-Benz,Mercedes-Benz GLE 250d,2019,5600000,45000,Diesel
Honda,Honda Amaze EX,2014,350000,80000,Diesel
Maruti,Maruti Ciaz ZDi,2014,450000,90000,Diesel
Maruti,Maruti Alto K10,2016,265000,18570,Petrol
Land,Land Rover Discovery,2016,2950000,120000,Diesel
Chevrolet,Chevrolet Enjoy TCDi,2013,210000,120000,Diesel
Maruti,Maruti Baleno Zeta,2019,650000,25000,Petrol
Maruti,Maruti Alto Vxi,2007,125000,120000,Petrol
Mercedes-Benz,Mercedes-Benz GLS 400,2017,6250000,80000,Petrol
Mahindra,Mahindra TUV 300,2018,550000,110000,Diesel
Hyundai,Hyundai Grand i10,2015,320000,40000,Petrol
Maruti,Maruti Swift VDI,2012,350000,99218,Diesel
Land,Land Rover Range,2019,192000,40000,Petrol
Renault,Renault Duster 110PS,2012,300000,100000,Diesel
BMW,BMW 5 Series,2018,4590000,42000,Diesel
Toyota,Toyota Fortuner 4x2,2012,1200000,100000,Diesel
Volvo,Volvo XC60 B5,2022,6850000,7000,Petrol
Audi,Audi A3 35,2017,1750000,70000,Diesel
Hyundai,Hyundai i10 Sportz,2010,150000,70000,Petrol
Hyundai,Hyundai Creta 1.6,2018,1150000,66000,Diesel
Hyundai,Hyundai Creta SX,2021,1975000,8000,Petrol
Nissan,Nissan Micra Diesel,2013,170000,110000,Diesel
Kia,Kia Seltos GTX,2021,1689999,3000,Petrol
Hyundai,Hyundai Verna S,2020,1070000,25000,Diesel
BMW,BMW X1 sDrive,2019,3000000,25000,Diesel
Mahindra,Mahindra KUV 100,2018,550000,60000,Diesel
Honda,Honda City 1.5,2011,254999,154000,Petrol
Hyundai,Hyundai i20 1.2,2012,254999,100000,Petrol
Maserati,Maserati Ghibli Diesel,2016,6600000,12000,Diesel
Maruti,Maruti Swift Dzire,2014,425000,80000,Diesel
Hyundai,Hyundai Venue SX,2022,1025000,15000,Petrol
Maruti,Maruti Vitara Brezza,2017,770000,90000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class C,2015,2150000,37000,Diesel
Maruti,Maruti Swift Dzire,2010,280000,80000,Diesel
Toyota,Toyota Fortuner 3.0,2011,1000000,90000,Diesel
Hyundai,Hyundai Venue SX,2022,950000,15000,Petrol
Porsche,Porsche Cayenne Diesel,2016,5800000,50000,Diesel
Hyundai,Hyundai Santro Xing,2008,110000,70000,Petrol
Hyundai,Hyundai i20 1.4,2011,200000,80000,Diesel
Volkswagen,Volkswagen Vento 1.5,2017,565000,120000,Diesel
Mercedes-Benz,Mercedes-Benz E-Class Exclusive,2021,6700000,8900,Petrol
Datsun,Datsun RediGO T,2018,260000,50000,Petrol
Maruti,Maruti Alto K10,2012,245000,50000,Petrol
Chevrolet,Chevrolet Beat Diesel,2013,140000,110000,Diesel
Land,Land Rover Range,2020,113999,19500,Petrol
BMW,BMW X1 sDrive,2018,2750000,33000,Diesel
Toyota,Toyota Innova 2.5,2009,600000,79718,Diesel
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2019,4250000,28000,Petrol
Maruti,Maruti Ertiga SHVS,2016,650000,120000,Diesel
Maruti,Maruti Baleno 1.2,2018,650000,90000,Petrol
Mahindra,Mahindra Thar LX,2021,1620000,20000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class C,2017,2800000,62000,Petrol
Maruti,Maruti Swift Vdi,2008,190000,120000,Diesel
Isuzu,Isuzu D-Max S,2021,1125000,40000,Diesel
Maruti,Maruti Ciaz 1.3,2017,675000,55000,Diesel
Jaguar,Jaguar XF 2.2,2014,1989999,17000,Diesel
Kia,Kia Seltos GTK,2020,1415000,20000,Petrol
Maruti,Maruti Baleno 1.2,2017,635000,30000,Petrol
Hyundai,Hyundai i20 Magna,2013,370000,65000,Petrol
Audi,Audi A4 2.0,2013,1050000,70000,Diesel
Toyota,Toyota Glanza G,2021,700000,17000,Petrol
Toyota,Toyota Corolla Altis,2017,1250000,60000,Petrol
Hyundai,Hyundai Santa Fe,2014,1090000,83000,Diesel
Toyota,Toyota Land Cruiser,2019,169000,27000,Diesel
Mahindra,Mahindra Logan Diesel,2010,130000,155000,Diesel
Maruti,Maruti Swift VXI,2019,590000,40000,Petrol
Audi,Audi Q3 2.0,2014,1425000,51000,Diesel
BMW,BMW X1 sDrive20i,2021,4000000,10000,Petrol
Mercedes-Benz,Mercedes-Benz GL-Class 350,2014,3000000,85002,Diesel
Mercedes-Benz,Mercedes-Benz B Class,2014,1290000,37000,Petrol
Kia,Kia Seltos GTX,2020,1750000,25000,Petrol
Mercedes-Benz,Mercedes-Benz CLA 200,2017,2190000,68000,Diesel
Maruti,Maruti Swift VDI,2011,215000,70000,Diesel
Maruti,Maruti Alto LXi,2012,170000,90000,Petrol
Tata,Tata Harrier XZ,2019,1375000,32000,Diesel
Mercedes-Benz,Mercedes-Benz GLS 350d,2020,7800000,39000,Diesel
BMW,BMW 2 Series,2021,4200000,5000,Petrol
Jaguar,Jaguar XE Prestige,2017,2800000,28000,Petrol
Mini,Mini 3 DOOR,2017,3450000,40000,Petrol
Mercedes-Benz,Mercedes-Benz V-Class Exclusive,2021,6800000,27000,Diesel
Mercedes-Benz,Mercedes-Benz GLC 200,2021,6200000,17000,Petrol
BMW,BMW X4 M,2019,5650000,29000,Diesel
Land,Land Rover Discovery,2017,3750000,73000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class C,2022,5300000,9000,Diesel
Jaguar,Jaguar F-Pace Prestige,2021,6700000,9000,Petrol
Hyundai,Hyundai i20 Asta,2015,490000,54000,Diesel
Volvo,Volvo XC60 D5,2019,5450000,34000,Diesel
Mercedes-Benz,Mercedes-Benz G G63,2017,152000,47000,Petrol
Porsche,Porsche Panamera GTS,2019,175000,10000,Petrol
Chevrolet,Chevrolet Beat LT,2014,254999,37275,Petrol
Mercedes-Benz,Mercedes-Benz A-Class Limousine,2022,4200000,3000,Petrol
Maruti,Maruti XL6 Alpha,2019,1275000,16000,Petrol
Mercedes-Benz,Mercedes-Benz E-Class Exclusive,2017,4400000,44000,Diesel
Mercedes-Benz,Mercedes-Benz E-Class Exclusive,2017,4350000,39000,Diesel
Mini,Mini Cooper S,2015,2425000,20000,Petrol
Mercedes-Benz,Mercedes-Benz GLC 200,2020,5650000,32000,Petrol
Ford,Ford Endeavour 3.2,2016,2210000,128000,Diesel
Jaguar,Jaguar XF 2.2,2015,2290000,29000,Diesel
Land,Land Rover Discovery,2020,4875000,38000,Diesel
MG,MG Hector Sharp,2021,1889999,17000,Petrol
Toyota,Toyota Innova Crysta,2017,1889999,49000,Petrol
Mercedes-Benz,Mercedes-Benz M-Class ML,2015,2790000,79000,Diesel
Volvo,Volvo XC 90,2018,5375000,55000,Diesel
Mercedes-Benz,Mercedes-Benz GLE 250d,2016,3690000,98000,Diesel
Mercedes-Benz,Mercedes-Benz E-Class E250,2017,2790000,59000,Diesel
Mercedes-Benz,Mercedes-Benz E-Class E250,2013,1390000,79000,Diesel
Hyundai,Hyundai i20 Sportz,2019,750000,45000,Petrol
Mercedes-Benz,Mercedes-Benz CLA 200,2017,2390000,50000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class 250,2011,1090000,98000,Diesel
BMW,BMW X5 xDrive,2018,4990000,75000,Diesel
Maruti,Maruti Vitara Brezza,2017,795000,60000,Diesel
BMW,BMW X5 xDrive,2015,3290000,99000,Diesel
BMW,BMW X1 sDrive,2018,2890000,45000,Diesel
BMW,BMW M Series,2015,6490000,29000,Petrol
Jaguar,Jaguar XF 2.2,2013,1375000,90000,Diesel
BMW,BMW 7 Series,2015,2990000,79000,Diesel
BMW,BMW 5 Series,2017,3190000,42000,Diesel
Hyundai,Hyundai Santro Xing,2007,80000,45000,Petrol
Mahindra,Mahindra Jeep CL550,2006,425000,40,Diesel
Hyundai,Hyundai Grand i10,2014,325000,28000,Petrol
Ford,Ford EcoSport Titanium,2014,575000,36000,Diesel
Ford,Ford Figo,2012,175000,41000,Diesel
Hyundai,Hyundai Eon,2013,190000,25000,Petrol
Ford,Ford EcoSport Ambiente,2016,830000,24530,Diesel
Maruti,Maruti Suzuki Alto,2015,250000,60000,Petrol
Skoda,Skoda Fabia Classic,2010,182000,60000,Petrol
Maruti,Maruti Suzuki Stingray,2015,315000,30000,Petrol
Hyundai,Hyundai Elite i20,2014,415000,32000,Petrol
Mahindra,Mahindra Scorpio SLE,2015,320000,48660,Diesel
Hyundai,Hyundai Santro Xing,2007,80000,45000,Petrol
Mahindra,Mahindra Jeep CL550,2006,425000,40,Diesel
Audi,Audi A8,2017,1000000,4000,Petrol
Audi,Audi Q7,2014,500000,16934,Diesel
Mahindra,Mahindra Scorpio S10,2016,350000,43000,Diesel
Maruti,Maruti Suzuki Alto,2014,160000,35550,Petrol
Mahindra,Mahindra Scorpio S10,2016,350000,43000,Diesel
Mahindra,Mahindra Scorpio S10,2016,310000,39522,Diesel
Maruti,Maruti Suzuki Alto,2015,75000,39000,Petrol
Hyundai,Hyundai i20 Sportz,2012,100000,55000,Petrol
Hyundai,Hyundai i20 Sportz,2012,100000,55000,Petrol
Hyundai,Hyundai i20 Sportz,2012,100000,55000,Petrol
Maruti,Maruti Suzuki Alto,2017,190000,72000,Petrol
Maruti,Maruti Suzuki Vitara,2016,290000,15975,Diesel
Maruti,Maruti Suzuki Alto,2008,95000,70000,Petrol
Mahindra,Mahindra Bolero DI,2017,180000,23452,Diesel
Maruti,Maruti Suzuki Swift,2014,385000,35522,Diesel
Mahindra,Mahindra Scorpio S10,2015,250000,48508,Diesel
Maruti,Maruti Suzuki Swift,2017,180000,15487,Petrol
Maruti,Maruti Suzuki Wagon,2013,105000,39000,Petrol
Maruti,Maruti Suzuki Wagon,2013,105000,39000,Petrol
Toyota,Toyota Innova 2.0,2012,650000,82000,Diesel
Renault,Renault Lodgy 85,2018,689999,20000,Diesel
Skoda,Skoda Yeti Ambition,2012,448000,68000,Diesel
Maruti,Maruti Suzuki Baleno,2017,549000,32000,Diesel
Renault,Renault Duster 110,2012,501000,38000,Diesel
Renault,Renault Duster 85,2013,489999,27000,Diesel
Honda,Honda City 1.5,2011,280000,33000,Petrol
Maruti,Maruti Suzuki Alto,2015,250000,60000,Petrol
Maruti,Maruti Suzuki Dzire,2013,349999,46000,Diesel
Honda,Honda Amaze,2013,284999,46000,Diesel
Honda,Honda Amaze 1.5,2015,345000,36000,Diesel
Honda,Honda City,2015,499999,55000,Petrol
Datsun,Datsun Redi GO,2017,235000,16000,Petrol
Maruti,Maruti Suzuki SX4,2010,249999,36000,Petrol
Mitsubishi,Mitsubishi Pajero Sport,2015,1475000,47000,Diesel
Mahindra,Mahindra Bolero DI,2017,180000,23452,Diesel
Maruti,Maruti Suzuki Swift,2014,385000,35522,Diesel
Mahindra,Mahindra Scorpio S10,2015,250000,48508,Diesel
Maruti,Maruti Suzuki Swift,2017,180000,15487,Petrol
Maruti,Maruti Suzuki Wagon,2013,105000,39000,Petrol
Maruti,Maruti Suzuki Wagon,2013,105000,39000,Petrol
Mahindra,Mahindra Scorpio S10,2015,395000,35000,Diesel
Maruti,Maruti Suzuki Swift,2017,220000,30874,Petrol
Honda,Honda City ZX,2017,170000,15000,Diesel
Maruti,Maruti Suzuki Wagon,2013,85000,29685,Petrol
Ford,Ford Figo,2012,175000,41000,Diesel
Hyundai,Hyundai Eon,2013,190000,25000,Petrol
Tata,Tata Indigo eCS,2017,200000,130000,Diesel
Ford,Ford EcoSport Ambiente,2016,830000,24530,Diesel
Tata,Tata Indigo eCS,2017,200000,130000,Diesel
Mahindra,Mahindra Scorpio SLE,2012,570000,19000,Diesel
Volkswagen,Volkswagen Polo Highline,2014,315000,60000,Petrol
Skoda,Skoda Fabia Classic,2010,182000,60000,Petrol
Maruti,Maruti Suzuki Stingray,2015,315000,30000,Petrol
Chevrolet,Chevrolet Spark LS,2010,110000,41000,Petrol
Renault,Renault Duster 110PS,2012,501000,35000,Diesel
Honda,Honda City,2015,448999,54000,Petrol
Mini,Mini Cooper S,2013,1891111,13000,Petrol
Datsun,Datsun Redi GO,2017,235000,16000,Petrol
Skoda,Skoda Fabia 1.2L,2011,159500,38200,Diesel
Honda,Honda Amaze,2015,344999,22000,Petrol
Honda,Honda Amaze,2015,344999,22000,Petrol
Renault,Renault Duster,2014,449999,50000,Diesel
Mini,Mini Cooper S,2013,1891111,13500,Petrol
Mahindra,Mahindra Scorpio S4,2015,865000,30000,Diesel
Mahindra,Mahindra Scorpio VLX,2014,699000,50000,Diesel
Mahindra,Mahindra Quanto C8,2013,375000,20000,Diesel
Ford,Ford EcoSport,2017,489999,39000,Petrol
Honda,Honda Brio,2012,224999,30000,Petrol
Volkswagen,Volkswagen Vento Highline,2019,1200000,3600,Diesel
Hyundai,Hyundai i20 Magna,2009,195000,32000,Petrol
Toyota,Toyota Corolla Altis,2010,351000,38000,Diesel
Hyundai,Hyundai Verna Transform,2008,160000,45000,Petrol
Toyota,Toyota Corolla Altis,2009,240000,35000,Petrol
Honda,Honda City 1.5,2005,90000,50000,Petrol
Hyundai,Hyundai Elite i20,2014,415000,32000,Petrol
Skoda,Skoda Fabia 1.2L,2011,155000,45863,Diesel
BMW,BMW 3 Series,2011,600000,60500,Petrol
Maruti,Maruti Suzuki A,2011,189500,12500,Petrol
Toyota,Toyota Etios GD,2013,350000,60000,Diesel
Ford,Ford Figo Diesel,2012,210000,35000,Diesel
Maruti,Maruti Suzuki Swift,2014,390000,35000,Petrol
Chevrolet,Chevrolet Beat LT,2012,135000,45000,Diesel
BMW,BMW 7 Series,2009,1600000,35000,Petrol
Mahindra,Mahindra XUV500 W8,2013,701000,38000,Diesel
Hyundai,Hyundai i10 Magna,2014,265000,18000,Petrol
Hyundai,Hyundai Verna Fluidic,2015,525000,35000,Diesel
Maruti,Maruti Suzuki Swift,2013,372000,13349,Petrol
Maruti,Maruti Suzuki Ertiga,2016,635000,29000,Petrol
Ford,Ford EcoSport Titanium,2014,550000,44000,Diesel
Maruti,Maruti Suzuki Ertiga,2016,575000,29000,Petrol
Maruti,Maruti Suzuki Ertiga,2013,485000,42000,Diesel
Maruti,Maruti Suzuki Alto,2012,155000,14000,Petrol
Hyundai,Hyundai Grand i10,2014,345000,49000,Diesel
Honda,Honda Amaze 1.2,2014,325000,42000,Petrol
Hyundai,Hyundai i20 Asta,2012,329500,36200,Diesel
Ford,Ford Figo Diesel,2014,195000,50000,Diesel
Maruti,Maruti Suzuki Eeco,2015,251111,55000,Petrol
Maruti,Maruti Suzuki Ertiga,2014,569999,45000,Petrol
Maruti,Maruti Suzuki Esteem,2007,69999,51000,Petrol
Maruti,Maruti Suzuki Ritz,2014,299999,19000,Petrol
Maruti,Maruti Suzuki Dzire,2009,220000,46000,Petrol
Maruti,Maruti Suzuki Ritz,2013,399999,33000,Diesel
Maruti,Maruti Suzuki Swift,2013,372000,13349,Petrol
Maruti,Maruti Suzuki Dzire,2015,450000,104000,Diesel
Toyota,Toyota Etios Liva,2014,270000,55000,Petrol
Hyundai,Hyundai i20 Sportz,2011,350000,33333,Diesel
Chevrolet,Chevrolet Spark,2012,158400,33600,Petrol
Maruti,Maruti Suzuki Alto,2017,350000,5600,Petrol
Nissan,Nissan Micra XV,2011,179000,41000,Petrol
Maruti,Maruti Suzuki Swift,2007,125000,70000,Petrol
Maruti,Maruti Suzuki Alto,2018,200000,7500,Petrol
Honda,Honda Amaze 1.5,2013,299000,45000,Diesel
Maruti,Maruti Suzuki Alto,2015,220000,38000,Petrol
Chevrolet,Chevrolet Beat,2015,150000,30000,Petrol
Honda,Honda City 1.5,2010,285000,35000,Petrol
Ford,Ford EcoSport Trend,2016,830000,24330,Diesel
Hyundai,Hyundai i20 Asta,2009,210000,65480,Petrol
Maruti,Maruti Suzuki Swift,2013,340000,41000,Petrol
Tata,Tata Indica V2,2006,90000,20000,Petrol
Hindustan,Hindustan Motors Ambassador,2000,70000,200000,Diesel
Toyota,Toyota Corolla Altis,2010,289999,70000,Petrol
Toyota,Toyota Corolla Altis,2012,349999,59000,Petrol
Toyota,Toyota Innova 2.5,2012,849999,99000,Diesel
Volkswagen,Volkswagen Jetta Highline,2014,749999,46000,Diesel
Volkswagen,Volkswagen Polo Comfortline,2015,399999,2800,Petrol
Volkswagen,Volkswagen Polo,2014,274999,32000,Petrol
Mahindra,Mahindra Scorpio,2015,984999,22000,Diesel
Renault,Renault Duster,2014,449999,50000,Diesel
Honda,Honda Amaze,2015,344999,22000,Petrol
Nissan,Nissan Sunny,2012,224999,45000,Petrol
Hyundai,Hyundai Elite i20,2018,599999,21000,Petrol
Renault,Renault Kwid,2016,244999,11000,Petrol
Renault,Renault Duster,2013,399999,41000,Diesel
Ford,Ford EcoSport,2017,489999,39000,Petrol
Renault,Renault Duster,2014,474999,50000,Diesel
Mahindra,Mahindra Scorpio VLX,2011,499999,66000,Diesel
Maruti,Maruti Suzuki Alto,2018,310000,3000,Petrol
Chevrolet,Chevrolet Spark LT,2010,85000,45000,Petrol
Datsun,Datsun Redi GO,2016,245000,7000,Petrol
Maruti,Maruti Suzuki Swift,2010,189500,38500,Diesel
Fiat,Fiat Punto Emotion,2012,169500,37200,Diesel
Maruti,Maruti Suzuki Swift,2010,159500,43200,Diesel
Toyota,Toyota Etios GD,2013,275000,24800,Petrol
Hyundai,Hyundai i20 Sportz,2014,370000,60000,Diesel
Hyundai,Hyundai i10 Sportz,2010,168000,45872,Petrol
Chevrolet,Chevrolet Beat LT,2011,150000,40000,Diesel
Chevrolet,Chevrolet Beat LS,2011,145000,45000,Diesel
Chevrolet,Chevrolet Beat LT,2012,98500,38000,Diesel
Mahindra,Mahindra Scorpio VLX,2014,699000,50000,Diesel
Tata,Tata Indigo CS,2011,85000,11400,Diesel
Toyota,Toyota Corolla Altis,2015,575000,42000,Petrol
Honda,Honda City 1.5,2014,549000,39000,Petrol
Maruti,Maruti Suzuki Swift,2011,209000,47000,Diesel
Hyundai,Hyundai Eon Era,2013,185000,27000,Petrol
Mahindra,Mahindra Scorpio S10,2015,900000,97200,Diesel
Mahindra,Mahindra XUV500,2014,699999,52000,Diesel
Honda,Honda Brio,2012,224999,30000,Petrol
Ford,Ford Fiesta,2011,274999,55000,Diesel
Honda,Honda Amaze,2013,284999,46000,Diesel
Honda,Honda City,2015,599999,30000,Diesel
Maruti,Maruti Suzuki Wagon,2012,199999,44000,Petrol
Honda,Honda City,2014,544999,45000,Diesel
Hyundai,Hyundai i20,2009,199000,31000,Petrol
Tata,Tata Indigo eCS,2016,320000,175430,Diesel
Hyundai,Hyundai Fluidic Verna,2015,540000,38000,Diesel
Mahindra,Mahindra Quanto C8,2013,340000,37000,Diesel
Fiat,Fiat Petra ELX,2008,75000,65000,Petrol
Skoda,Skoda Fabia 1.2L,2011,159500,38200,Diesel
Mini,Mini Cooper S,2013,1891111,13000,Petrol
Hyundai,Hyundai Santro Xing,2005,49000,7500,Petrol
Maruti,Maruti Suzuki Ciaz,2016,700000,3350,Petrol
Maruti,Maruti Suzuki Zen,2000,55000,60000,Petrol
Honda,Honda City,2015,448999,54000,Petrol
Hyundai,Hyundai Creta 1.6,2017,895000,32000,Petrol
Mahindra,Mahindra Scorpio SLX,2007,355000,75000,Diesel
Mahindra,Mahindra Scorpio SLE,2012,565000,62000,Diesel
Toyota,Toyota Innova 2.5,2006,365000,73000,Diesel
Maruti,Maruti Suzuki Alto,2011,145000,41000,Petrol
Maruti,Maruti Suzuki Wagon,2011,210000,35000,Petrol
Tata,Tata Nano Cx,2013,40000,2200,Petrol
Maruti,Maruti Suzuki Alto,2013,125000,39000,Petrol
Maruti,Maruti Suzuki Wagon,2009,135000,45000,Petrol
Maruti,Maruti Suzuki Swift,2006,135000,45000,Petrol
Tata,Tata Sumo Victa,2012,285000,65000,Diesel
Maruti,Maruti Suzuki Wagon,2010,145000,54870,Petrol
Maruti,Maruti Suzuki Alto,2010,135000,34580,Petrol
Volkswagen,Volkswagen Passat Diesel,2009,450000,97000,Diesel
